	mhe_zhang	hiv_noguerajulian	hiv_lozupone	t1d_alkanani	edd_singh	crc_chen	asd_son	cdi_youngster	crc_zeller	ra_scher	ibd_papa	hiv_dinh	ob_zhu	crc_baxter	ob_turnbaugh	crc_zackular	cdi_schubert	par_scheperjans	crc_wang	ibd_willing	ibd_morgan	ibd_gevers	ob_zupancic	nash_zhu	cdi_vincent	ob_ross	t1d_mejialeon	ob_goodrich	asd_kang	nash_wong
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter		-0.0201831920681	-0.363806877268	0.729868722277	0.526975862749	0.954176488923	-0.901020228435	0.34190091215	-0.985507728645	-0.703182099323	0.893340353003		-0.750946114173	-0.80636580683	-0.0902848245522	0.881369035681	-0.0383210992383	-0.945301205496	-0.106651267384	-0.674451879986	0.813189898901	-0.229076640352	-0.967348487294	-0.486756400128	0.677689672875	-0.897173911806	0.408394431643	0.716156757765	0.860360569863	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus		0.313090008246	0.144719033637	-0.662461751463	-0.0658539486936		0.901020228435	0.62686053244	-0.602200705651	0.703182099323	-0.24239821028	0.803363997435	-0.539911038368	0.309770920313	0.000557239147647	-1.0	-0.687669766532	0.641162165299		0.743403130977	0.634095943568	0.485434300854		0.347073085595	-0.474358165232	0.667152967175	-0.267498091314	0.278408337441		-0.567187287657
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	-0.856767015757	0.669164303281	-0.20551717682	0.836411133596	-0.111726176472	0.813532381146	-0.901020228435	0.731941613375	0.335105493583	-0.0556000639729	-0.0163772631661	0.880364302313	-0.847375003277	-0.830593552919	-0.000277237085801	0.881369035681	-0.240061319594	-1.0	-0.308034239619	0.878832094469	-0.181773888518	-0.504768740694		-0.847282966138		-0.679358145123		0.789890835943	-0.820579594626	0.533015049071
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum		0.291022439473			0.522074819233				-0.826377405239				-0.566575686184	0.82776880828	0.559100049108	0.78200289075	-0.302409680379		-0.985153138749		0.665207576943	0.653085255995		-0.497753058025		0.897173911806		-0.973047367516		
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succinispira																		-1.0											-0.650347402905	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella		0.316186993933	0.00673923792398					0.0	0.783621071106	0.937220442999				-0.969153933685	0.391204272439	-0.78200289075		-0.912263019086				0.790962772758				-0.784888756169		-0.719248263656		
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaeroglobus								0.62686053244	0.593862682671					0.340708661864		0.78200289075						0.790962772758						0.973047367516		
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio										0.703182099323													0.967348487294							
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Centipeda								0.62686053244														0.790962772758								
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	-0.575232004346	0.545744276159	0.0222965499024	0.531528537207	-0.000376476248548	-0.543223301251	0.789041561408	-0.0376072520156	0.447826026331	0.854702417956	-0.928547378559	-0.803363997435	0.693193187465	-0.82776880828	0.0902848245522	-0.817272192238	0.18570872127	1.0	-0.17153318114	0.770304311721	-0.622562228609	0.790962772758	-0.932148346508	0.17385436675	0.0564469113199	0.897173911806	-0.603266426868	0.515287655008	0.713415282118	0.533015049071
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas	0.455702745749	-0.919490622464	0.578878176095		-0.586194467647	0.813532381146	-0.901020228435		-0.809090682687	-0.703182099323		0.56245768861	-0.936396710955	0.408166297475	0.235126633325	0.78200289075	0.668796783285	1.0	0.392331307652		0.618639759543	-0.10976402993	0.967348487294	-0.60476090644		-0.897173911806	-0.267498091314	-0.832105281142		-0.861167601296
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.321671475835	-0.054224907996	0.00673923792398	0.762108353354	-0.259081147514		0.901020228435	0.820502666343	-0.393619089223	0.703182099323	-0.498336946524	-0.715466477084	0.397703932666	-0.830593552919	3.20646565068e-07	0.938553671292	-0.78802981463				0.377325414699	-0.949507803472		-0.325142219546	-0.556865821229	-0.897173911806	0.867836383615	0.789890835943		0.861167601296
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Mitsuokella		0.155551224265	0.258052370671		-0.149679693845			0.0	0.783621071106	0.535230979836		0.984865382485			0.235126633325		-0.295076190443	0.912263019086	-0.365650144455							0.897173911806	-0.461577946323			0.533015049071
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Negativicoccus											0.646959319074		0.0698501839219									0.790962772758		0.0141908190498						
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Schwartzia									-0.811285125688			0.725782053794																		
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Selenomonas									-0.20925909287			0.56245768861	0.0	0.674756107342		0.78200289075								0.497753058025	-0.459491611938		-0.686702744465			
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella	0.000268822825688	0.585717612069	-0.579768498537	0.762108353354	4.60245133098e-11	-0.543223301251	0.901020228435	0.0691956386582	0.86197306159	0.0556000639729	0.466928619673	0.803363997435	-0.682328957912	0.532523663572	0.443972791915	1.0	0.00137331106768	0.912263019086		0.674451879986	0.506423815598	0.10976402993		-0.512667223205	-0.856868209588	0.902286369383	-0.867836383615	0.696866432759	0.776982732976	
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium			0.90743350935		0.33227030907								0.603642779525			0.78200289075						0.790962772758		0.0						
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Clostridium_XIX	-0.820677903661	-0.578785303383	-0.36695461211		-0.240142540258					0.703182099323		0.803363997435						-0.539141630582												0.533015049071
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.481115104932	0.48424853266	0.10348045062		7.72671160019e-05	0.954176488923		0.184998593737	8.08144145122e-05		0.0796207278887	0.803363997435	0.123927459738	1.28586426416e-05		0.0110104326987	1.62602768669e-06	0.539141630582	-0.704577612094	0.674451879986		0.790962772758		0.0266522067486	-0.0264299073294	-0.897173911806	0.408394431643	0.973047367516		0.533015049071
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia					0.259081147514			0.731941613375	0.20925909287					0.666544940318								0.790962772758			-0.459491611938					
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia		0.545744276159	0.258052370671										0.750946114173											-0.82075661087				-0.574489952781		
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus			0.258052370671																											
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis		0.488507655534	0.578878176095		-0.00261381945641		0.901020228435	0.731941613375	0.636278357878	0.703182099323				0.0464172269711			-0.784321840865	-1.0								-0.784888756169	0.439324654694	-0.282788247186		
k__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__Oligosphaerales;f__Oligosphaeraceae;g__Oligosphaera		-0.00623069174765																												
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis									0.602200705651																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas		-0.669164303281			-0.90965892956																									
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter									-0.511097225727																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium																	-0.78802981463													
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium									-0.776000662446																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum					0.33227030907																									
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium									0.0971538913055					-0.467668297802																
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium									0.6601542592																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus									0.602200705651																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter																-0.953394764568										-0.667152967175				
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Insolitispirillum									-0.975374628155							-0.892775922639						0.653085255995						-0.260133926807		
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium									0.602200705651																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium									0.823160914637																					
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas									0.602200705651							0.78200289075												0.998193410317		
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes					0.209910730173				-0.577065568463																					
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella																	-0.0495993079519													
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pandoraea																	-0.852621664905													
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia							-0.861614211077							0.532523663572														0.682101346525		
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax					0.696537443886																				0.216952460422					
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas			0.578878176095		-0.506061255246	0.5096350838		0.731941613375	0.0238039513316				0.0			-0.78200289075		-0.326346203693				0.6348417777		0.338946569987			-0.686702744465			
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia					0.0741833974606		0.733663543955																							
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas									-0.71547419116																					
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles		-0.137779779153															0.849818347722													
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum									0.809090682687							-0.881369035681														
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas																									0.0564469113199					
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter			0.578878176095		-0.00283398743287			0.0	0.0971538913055					0.293819065199		-1.0	-0.00170045317648	-0.912263019086										-0.385554109147		
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	-0.13561314297	0.895566140417	-0.0114071874043	-0.929977206736	-1.3380445173e-07	-0.540471911434	-0.901020228435	-0.570299254351	-0.602200705651	-0.703182099323	0.277832513531	0.56245768861	0.539911038368	-0.779548592534	0.871744033374	0.951867750001	-5.03319491213e-06	0.953311762747	-0.932455476665	0.923058363697	-0.302643560431	0.809554275097		0.403516771872	0.459491611938	0.934466090245	0.545056109855	0.834846805603	0.151667557871	0.533015049071
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.411784120565	0.545744276159	-0.740259326928	-0.567237279847	-0.0150821755284		0.901020228435	0.731941613375	0.580330017666	-0.543625727549	-0.988784772879	0.803363997435	0.945431513077	-0.782134741218	0.391204272439	-1.0	-0.0873329596157	-0.539141630582	0.993290877422	0.878832094469	0.283640999332	0.805283025837	-0.967348487294	0.771388660856	-0.0564469113199	0.917992242141	0.545056109855	0.682101346525	-0.151667557871	-0.533015049071
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylobacillus									-0.393619089223																					
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella								0.731941613375	0.0107069249625					0.054548904574								0.326199757904								
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella			0.578878176095																											
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	-0.97244827257	-0.919490622464			0.0378979045489				-0.587714577079					0.532523663572		-1.0						0.521462589518				-0.667152967175		-0.854781666921		
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Vampirovibrio														0.82776880828																
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium								0.731941613375	0.783621071106				0.312906261846			-0.78200289075								0.0				0.272903358505		
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila		0.271317974477	-0.10348045062	-0.762108353354	0.90965892956		0.901020228435	0.851489542522	0.0659066089744		-0.24239821028		0.970550105726	0.167503868647	-0.841739972238	-1.0	0.12838359945			-0.674451879986	-0.634095943568	-0.432374457624		0.353549379078	-0.252895751756	0.679358145123		0.212960936615		
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio		-0.474732598595	0.00583607264554	0.531528537207	-0.980845911111	0.813532381146	0.692054543737	-0.731941613375	0.119337347893	-0.785117974624			-0.844787271887	0.193027739985	-0.150379818496	1.0	-0.12838359945		0.876708800393			-0.986596211208	0.967348487294	-0.771388660856		-0.92854588754	-0.867836383615	-0.212960936615	-0.219268171507	
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter																												0.212960936615		
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter		-0.271317974477	-0.555221319851		3.01604548557e-05		0.749570310038	0.554014482198	0.381932994399				0.00218832337953	0.165663250281		0.881369035681	0.116185182852					0.528314599467		0.000385416999882	-0.216952460422			0.817347441331		
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter		-0.141255419856	0.578878176095													-0.78200289075										-0.667152967175				
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas					0.030927461655				0.594189903263					0.114048636374						0.674451879986										
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum																											-0.408394431643			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas		0.579352104564							-0.727980234526																					
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio		0.545744276159	0.0590076156605	0.531528537207					-0.88646730078	-0.863001349221	0.71609505605	0.56245768861		0.637344824926		0.0		1.0								0.667152967175	-0.408394431643	-0.832105281142		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella					0.209910730173																									
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buttiauxella								0.62686053244									7.28509672508e-05													
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	-0.481115104932		-0.982042841654				-0.901020228435	0.448104760435	0.615337207603	0.737387598129			-0.490066262158	-0.662212112529	0.974994960107	0.78200289075	0.0711108482854					0.653085255995		0.307505574741	0.888844021694			0.924710835665		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Cronobacter					1.47107389968e-21	-0.660483227104		0.692093483543			0.00407004860835	-0.715466477084									0.567486824011	-0.900846412684								
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Dickeya																	-0.914534271666													
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	-0.326096131708	0.919490622464	0.578878176095			-1.0		0.0691956386582	0.636825132637	0.795242911437	-0.813782340664		0.981375295239	0.0464172269711		0.881369035681		-1.0	0.00693388107607			0.642537097878		0.297375558741				0.581629887454	-0.856985240102	
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia								0.692093483543														0.653085255995								
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella	-0.575232004346	0.947683695064	-0.90743350935	-0.731072258254		0.543223301251	0.749570310038	0.137680360098	0.0971538913055		0.00235160920747		0.483009308327	0.340708661864	0.653442757839	0.943198004114		-0.839118009089	0.0127943736914	0.674451879986		0.579699742243		0.0269045430327		0.897173911806		0.615541725289	0.713415282118	0.533015049071
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella		0.689784158669				-0.830185524604				-0.889098363684	0.263034363681				0.56918608524			1.0	0.0451871589832	0.743403130977						-0.667152967175				
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kluyvera		0.285241603772			0.565354633511												0.0889312594192													
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Lonsdalea									0.568810090998																					
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Morganella	-0.481115104932					-0.543223301251		0.34190091215	0.212332320395					0.203503247246		0.78200289075			0.650834163652			0.970242049899								
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Obesumbacterium								0.731941613375	0.393619089223							0.892775922639												-0.893431206362		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea								0.731941613375	-0.811285125688					-0.830593552919		0.881369035681	0.0520247857256											-0.403559212323		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pluralibacter							0.901020228435											0.839118009089												
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	-0.481115104932				0.0715080569824			0.284865842255	0.71173763116		0.24239821028			-0.532523663572		0.78200289075	2.79084998367e-05					0.6348417777			0.0479711923554					
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia					0.0741833974606			0.731941613375	0.531395330335		0.24239821028																			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella		0.723752737215			0.237597334164						0.36140628311						0.000604354853222										0.736189580332			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella		0.9963419052			1.91560962243e-11			0.0594457688166	-0.580330017666					0.532523663572		0.78200289075		-0.839118009089	-0.475872817858	-0.923058363697		0.352402720134						0.347847397044		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia					0.0378979045489			0.731941613375	0.5984988025							-0.78200289075	0.00458181448508								-0.459491611938			-0.834846805603		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Shimwellia					0.112598474599																									
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Xenorhabdus																	0.662590937386													
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia					0.00389616524155											-1.0	0.00176276500178			0.743403130977					0.677689672875		0.552960597612			
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus					0.0945861556275			0.692093483543	-0.594189903263					0.838168395368								0.627892045397						-0.973047367516		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter					0.209910730173				0.809090682687								0.00170045317648				0.665207576943									
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Gallibacterium																						0.55112727395						-0.893431206362		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.637587428596	0.497109739499	-0.764647021247	0.762108353354	4.86644657416e-08	-0.660483227104	-0.692054543737	0.731941613375	0.787754826756	0.535184831511	0.058381376251		-0.073880334499	-0.0464172269711		-0.881369035681	0.784321840865	-0.0586768826173		-0.743403130977	0.53748353246	0.432374457624	-0.887959569804	-0.280253623311	-0.459491611938	0.897173911806	0.489786421629	-0.719248263656		-0.533015049071
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia				0.762108353354				0.62686053244	0.990508003765							-0.78200289075						0.352402720134						-0.432581059626		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella					0.140684560964				0.358038863599					0.856943688291		0.78200289075						0.485434300854						-0.973047367516		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter			0.578878176095		0.684634312425				0.0971538913055				0.85073988616	-0.503981082666		-0.817272192238	-0.190494471964					0.790962772758		0.497753058025		-0.667152967175		0.764717399221		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter									0.563116774677							0.78200289075														
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella								0.731941613375																						
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas		-0.0605586987998	0.578878176095		0.526975862749		-0.901020228435	0.554014482198	-0.602200705651					-0.82776880828		-0.78200289075	-0.0269551364429			-0.674451879986					0.459491611938	-0.667152967175		-0.578802893829		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Rhizobacter																-1.0												0.948335917392		
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas					0.167506685969																									
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Brachyspiraceae;g__Brachyspira		-0.434167624468																										-0.334125935013		
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sphaerochaeta		0.895566140417																												
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema		-0.88055190979							0.701869270547																-0.153713973281					
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus		0.256581995472			-0.99525169				0.927164274385				0.42969537388	0.182230386208	0.529168225488	0.797431741171	-0.0531107160728	0.912263019086						0.497753058025	-0.977206399476	0.902286369383		0.696866432759		
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Jonquetella													0.42969537388											0.22777350703	0.677689672875					
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter	0.575232004346	0.393891267978						0.731941613375	-0.776000662446			0.897436396464	0.228659063497	0.532523663572	0.456248457498		-0.914534271666							0.0141908190498						
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma																	-0.159948841739										0.917709597362			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma		-0.10358744914					0.901020228435	0.731941613375						-0.637344824926			-0.295076190443	1.0									0.754217076111			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Asteroleplasma		-0.689784158669			-0.209910730173												-0.167067156616			0.923058363697							0.836936864108			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma		0.623107413077	0.578878176095																											
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma																									0.341056595453					
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Cerasicoccus									0.825079487329					0.781066243708														-0.119703222865		
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Coraliomargarita		-0.0058478413564					-0.901020228435			0.535184831511																				
k__Bacteria;p__Verrucomicrobia;c__Subdivision5;o__;f__;g__Subdivision5_genera_incertae_sedis		-0.0404930136766																												
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia		0.732933087643	0.578878176095	0.567237279847	-4.69951158127e-07	0.954176488923	0.733663543955	0.796958818339	0.325884585228	-0.306503410881	-0.267244850661		-0.0292412656952	0.830593552919	-0.184582909377	0.817272192238	0.754927288082	0.770288431473			-0.451846418716	-0.369960512795	0.967348487294	-0.0171514528891	-0.0501221286744	0.667152967175	0.489786421629	-0.181504291897	0.780421275874	-0.533015049071
