Dataset,Taxonomic Level,Traita,Taxonomyb,BMI              p valuec,BMI               q valued,Direction of association (Higher in)e,Permutation p valuef,Ag,A 95% CIh,Ci,C 95% CIj,Ek,E 95% CIl,rMZm,rDZn,2*(rMZ-rDZ)o,,,
Yatsunenko,OTU,178640,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,NA,NA,NA,0.041,0.385696206,(0?0.64),0,(0?0),0.614303794,(0.36?0.94),0.90443001,0.46772138,0.015506375,,,
Yatsunenko,OTU,851938,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__moorei,NA,NA,NA,0.075,0.385614666,(0?0.63),1.65E-37,(0?0.4),0.614385334,(0.37?0.93),0.706024366,0.445736292,0.09272411,,,
Yatsunenko,OTU,178631,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.052,0.385444534,(0?0.65),1.04E-12,(0?0.44),0.614555466,(0.35?0.98),0.116918383,0.284563197,0.226104006,,,
Yatsunenko,OTU,193208,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.082,0.383566241,(0?0.63),1.38E-17,(0?0.39),0.616433759,(0.37?0.93),0.763794145,0.454489587,0.072592514,,,
Yatsunenko,OTU,747615,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__,NA,NA,NA,0.21,0.38308716,(0?0.61),2.11E-12,(0?0),0.61691284,(0.39?0.92),0.458515497,0.413602593,0.184344845,,,
Yatsunenko,OTU,4390863,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.111,0.382680432,(0?0.62),1.10E-14,(0?0.38),0.617319568,(0.38?0.93),0.889116964,0.463526486,0.018968004,,,
Yatsunenko,OTU,3857426,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.175,0.38259687,(0?0.72),0.133016605,(0?0.57),0.484386525,(0.28?0.79),0.288368059,0.493611272,0.349427243,,,
Yatsunenko,OTU,369768,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.048,0.382465992,(0?0.64),1.23E-10,(0?0),0.617534008,(0.36?0.94),1.04993551,0.484183475,-0.040784281,,,
Yatsunenko,OTU,1010876,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.188,0.382450449,(0?0.65),0.045658405,(0?0.5),0.571891145,(0.35?0.89),0.351102538,0.431656657,0.256105388,,,
Yatsunenko,OTU,361556,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.036,0.382097194,(0?0.64),0,(0?0.37),0.617902806,(0.36?0.96),0.708060052,0.42776044,0.073730414,,,
Yatsunenko,OTU,186471,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.087,0.380284576,(0?0.62),9.56E-15,(0?0),0.619715424,(0.38?0.92),0.950438365,0.484741937,0.009522754,,,
Yatsunenko,OTU,4300690,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.138,0.379253067,(0?0.62),1.47E-14,(0?0.41),0.620746933,(0.38?0.95),0.598132979,0.418820566,0.119754077,,,
Yatsunenko,OTU,368236,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.206,0.378489111,(0?0.71),0.132878626,(0?0.57),0.488632263,(0.29?0.78),0.394428925,0.515497196,0.318282733,,,
Yatsunenko,OTU,180052,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.112,0.378139896,(0?0.61),1.23E-12,(0?0.42),0.621860104,(0.39?0.92),0.795095907,0.455874964,0.058327011,,,
Yatsunenko,OTU,198362,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.127,0.377682943,(0.07?0.62),5.06E-15,(0?0),0.622317057,(0.38?0.93),0.706437934,0.433456714,0.080237747,,,
Yatsunenko,OTU,36647,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.189,0.37754201,(0?0.62),0.010288629,(0?0.47),0.612169361,(0.38?0.93),0.354116947,0.38920631,0.212147837,,,
Yatsunenko,OTU,4453535,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__,NA,NA,NA,0.019,0.377462803,(0?0.64),2.73E-18,(0?0.29),0.622537197,(0.36?0.96),1.193102754,0.482667665,-0.113883712,,,
Yatsunenko,OTU,215468,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.112,0.376643581,(0.06?0.62),6.57E-15,(0?0),0.623356419,(0.38?0.95),0.481272042,0.391300826,0.150664805,,,
Yatsunenko,OTU,181204,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.088,0.376031241,(0.05?0.63),3.55E-26,(0?0.42),0.623968759,(0.37?0.95),0.502881554,0.391745855,0.140305078,,,
Yatsunenko,OTU,189524,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.103,0.37515868,(0?0.62),4.30E-17,(0?0.39),0.62484132,(0.38?0.94),0.805595664,0.456841071,0.054043239,,,
Yatsunenko,OTU,179557,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.068,0.375061342,(0.06?0.62),4.18E-11,(0?0),0.624938658,(0.38?0.94),0.816848866,0.456679713,0.04825528,,,
Yatsunenko,OTU,347690,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.023,0.374893646,(0?0.64),7.90E-27,(0?0.3),0.625106354,(0.36?0.97),1.077048767,0.490100662,-0.048423721,,,
Yatsunenko,OTU,187689,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.029,0.374682867,(0?0.63),8.02E-18,(0?0.38),0.625317133,(0.37?0.96),0.707938875,0.422719827,0.06875039,,,
Yatsunenko,OTU,4437917,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.084,0.374038758,(0?0.62),8.60E-14,(0?0.4),0.625961242,(0.38?0.95),0.659245003,0.425594355,0.095971854,,,
Yatsunenko,OTU,185042,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.084,0.373912907,(0?0.62),1.21E-13,(0?0.41),0.626087093,(0.38?0.96),0.559477765,0.395433257,0.115694374,,,
Yatsunenko,OTU,885437,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.208,0.372932663,(0?0.61),1.35E-12,(0?0.45),0.627067337,(0.39?0.95),0.436372498,0.372501119,0.15431487,,,
Yatsunenko,OTU,4322466,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__,NA,NA,NA,0.236,0.372585916,(0?0.6),0.003722083,(0?0.49),0.623692001,(0.4?0.91),0.551235782,0.421231769,0.145613878,,,
Yatsunenko,OTU,4366523,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.229,0.372274836,(0?0.65),0.069870084,(0?0.54),0.55785508,(0.35?0.84),0.549283306,0.480369305,0.205727652,,,
Yatsunenko,OTU,179384,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.201,0.371707139,(0?0.61),0,(0?0.44),0.628292861,(0.39?0.93),0.591813101,0.419034937,0.123128386,,,
Yatsunenko,OTU,308426,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.128,0.371210102,(0?0.62),0,(0?0.42),0.628789898,(0.38?0.96),0.442197785,0.371061103,0.149962211,,,
Yatsunenko,OTU,4402605,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,NA,NA,NA,0.072,0.371116316,(0?0.63),9.20E-15,(0?0.38),0.628883684,(0.37?0.96),0.720702746,0.429363915,0.069012542,,,
Yatsunenko,OTU,3671383,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.189,0.370444708,(0?0.61),2.22E-14,(0?0.42),0.629555292,(0.39?0.93),0.687951877,0.430235284,0.086259345,,,
Yatsunenko,OTU,207390,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.187,0.370353452,(0?0.71),0.139362102,(0?0.57),0.490284446,(0.29?0.79),0.309562292,0.498357672,0.343576526,,,
Yatsunenko,OTU,446403,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,NA,NA,NA,0.097,0.370295544,(0?0.62),7.72E-14,(0?0.4),0.629704456,(0.38?0.95),0.711104341,0.43372317,0.078170999,,,
Yatsunenko,OTU,2056188,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.213,0.370019592,(0?0.67),0.081263133,(0?0.53),0.548717275,(0.33?0.85),0.415766145,0.479006485,0.271123412,,,
Yatsunenko,OTU,197080,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.035,0.369730094,(0?0.65),8.16E-15,(0?0),0.630269906,(0.35?0.99),0.985904306,0.45142034,-0.041531813,,,
Yatsunenko,OTU,3173413,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.199,0.369648567,(0?0.59),0,(0?0.43),0.630351433,(0.41?0.91),0.971403706,0.465030179,-0.020671673,,,
Yatsunenko,OTU,351457,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.16,0.369575396,(0?0.61),4.28E-13,(0?0.43),0.630424604,(0.39?0.94),0.606636632,0.423718652,0.120400336,,,
Yatsunenko,OTU,195619,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.224,0.369075972,(0?0.74),0.203862017,(0?0.64),0.427062011,(0.26?0.68),0.58650817,0.63674632,0.343492235,,,
Yatsunenko,OTU,294885,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,NA,NA,NA,0.053,0.3690291,(0?0.62),6.78E-13,(0?0.43),0.6309709,(0.38?0.97),0.35521716,0.358169971,0.180561391,,,
Yatsunenko,Family,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae,NA,NA,NA,NA,0.108,0.368921782,(0?0.61),2.16E-12,(0?0.45),0.631078218,(0.39?0.94),0.508989953,0.408245539,0.153750563,,,
Yatsunenko,OTU,2200896,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,NA,NA,NA,0.229,0.368542338,(0?0.62),3.79E-13,(0?0.43),0.631457662,(0.38?0.96),0.447712465,0.383153675,0.159297443,,,
Yatsunenko,OTU,177941,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.055,0.368112704,(0?0.61),7.99E-15,(0?0.32),0.631887296,(0.39?0.94),1.274384567,0.508734038,-0.128458245,,,
Yatsunenko,OTU,4434334,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,NA,NA,NA,0.217,0.367977779,(0?0.7),0.146765601,(0?0.59),0.48525662,(0.3?0.76),0.512614748,0.566378634,0.31007126,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__,NA,NA,NA,NA,0.241,0.367911308,(0.1?0.58),7.04E-12,(0?0),0.632088692,(0.42?0.9),0.963806362,0.46960026,-0.012302921,,,
Yatsunenko,OTU,4414420,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii,NA,NA,NA,0.145,0.367378036,(0?0.73),0.172400196,(0?0.59),0.460221768,(0.27?0.76),0.282574608,0.526054965,0.384767661,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes,NA,NA,NA,NA,0.256,0.367339506,(0?0.59),8.24E-15,(0?0),0.632660494,(0.41?0.92),0.556371373,0.429076103,0.150890417,,,
Yatsunenko,OTU,4336939,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.236,0.36643126,(0?0.63),0.017010944,(0?0.47),0.616557796,(0.37?0.95),0.271792505,0.360180813,0.22428456,,,
Yatsunenko,OTU,324015,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.189,0.365337258,(0?0.71),0.156722142,(0?0.59),0.477940599,(0.29?0.76),0.412568986,0.531312199,0.325027706,,,
Yatsunenko,OTU,530629,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.044,0.364079155,(0?0.62),3.12E-14,(0?0.31),0.635920845,(0.38?0.96),1.188396518,0.498869147,-0.095329112,,,
Yatsunenko,OTU,4452107,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.141,0.362374496,(0.02?0.63),1.20E-13,(0?0),0.637625504,(0.37?0.98),0.693492608,0.410775289,0.064028985,,,
Yatsunenko,OTU,3577387,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.255,0.362350183,(0?0.59),1.19E-13,(0?0),0.637649817,(0.41?0.92),0.64391246,0.436046563,0.114090333,,,
Yatsunenko,OTU,4466006,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__dentocariosa,NA,NA,NA,0.029,0.361929625,(0?0.62),7.19E-13,(0?0),0.638070375,(0.38?0.97),0.783584325,0.435891705,0.044099542,,,
Yatsunenko,OTU,362968,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,NA,NA,NA,0.127,0.361591307,(0?0.61),2.87E-12,(0?0.45),0.638408693,(0.39?0.96),0.398916708,0.37803414,0.178575787,,,
Yatsunenko,OTU,4393073,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.118,0.361400441,(0?0.61),5.33E-14,(0?0.39),0.638599559,(0.39?0.96),0.696394503,0.424940707,0.076743456,,,
Yatsunenko,OTU,182517,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,NA,NA,NA,0.192,0.361315297,(0?0.67),0.078554747,(0?0.52),0.560129956,(0.33?0.88),0.298846125,0.431073659,0.281650596,,,
Yatsunenko,OTU,176564,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.237,0.361207497,(0?0.58),1.77E-13,(0?0),0.638792503,(0.42?0.9),0.856350489,0.455065921,0.026890676,,,
Yatsunenko,OTU,3757787,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__,NA,NA,NA,0.174,0.360392679,(0?0.77),0.255253137,(0?0.66),0.384354184,(0.23?0.64),0.440484611,0.644715248,0.424472943,,,
Yatsunenko,OTU,187504,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.252,0.359383435,(0?0.59),1.28E-13,(0?0.58),0.640616565,(0.41?0.94),-0.279802919,0.273482702,0.413384162,,,
Yatsunenko,OTU,204099,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.115,0.359060366,(0.04?0.61),7.86E-15,(0?0.42),0.640939634,(0.39?0.96),0.526185652,0.397273237,0.134180412,,,
Yatsunenko,OTU,4453976,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.175,0.358325286,(0.05?0.6),1.81E-14,(0?0),0.641674714,(0.4?0.95),0.816649185,0.42693956,0.018614967,,,
Yatsunenko,OTU,188881,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,NA,NA,NA,0.139,0.357961893,(0?0.6),9.38E-26,(0?0.4),0.642038107,(0.4?0.95),0.712698948,0.426970701,0.070621227,,,
Yatsunenko,OTU,174840,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.21,0.357858263,(0?0.6),0,(0?0.46),0.642141737,(0.4?0.96),0.3757121,0.37062533,0.18276928,,,
Yatsunenko,OTU,297635,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme,NA,NA,NA,0.167,0.35768083,(0?0.59),3.66E-14,(0?0.43),0.64231917,(0.41?0.94),0.70415665,0.43717561,0.085097285,,,
Yatsunenko,OTU,178541,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.121,0.357374745,(0?0.59),0,(0?0.41),0.642625255,(0.41?0.94),0.836961011,0.451212594,0.032732089,,,
Yatsunenko,OTU,4336070,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__,NA,NA,NA,0.212,0.356526488,(0?0.59),9.14E-13,(0?0),0.643473512,(0.41?0.95),0.489322211,0.402521205,0.157860099,,,
Yatsunenko,OTU,499109,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,NA,NA,NA,0.028,0.356070117,(0?0.63),2.27E-16,(0?0),0.643929883,(0.37?1),0.432373395,0.347364383,0.131177686,,,
Yatsunenko,OTU,176115,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,NA,NA,NA,0.013,0.355964848,(0.01?0.63),5.63E-14,(0?0),0.644035152,(0.37?0.99),0.929263079,0.448328018,-0.016303522,,,
Yatsunenko,OTU,181689,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.233,0.355959709,(0?0.61),0.018291877,(0?0.48),0.625748414,(0.39?0.93),0.423198647,0.40859775,0.196998427,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus,NA,NA,NA,NA,0.134,0.355832712,(0?0.59),1.68E-43,(0?0.45),0.644167288,(0.41?0.95),0.446139878,0.354117083,0.131047144,,,
Yatsunenko,OTU,111028,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.111,0.355722514,(0?0.6),1.76E-12,(0?0.39),0.644277486,(0.4?0.95),0.890328073,0.446798154,0.001634117,,,
Yatsunenko,OTU,3044876,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,NA,NA,NA,0.027,0.355624736,(0?0.63),6.37E-14,(0?0.34),0.644375264,(0.37?1),0.722718941,0.4105917,0.04923223,,,
Yatsunenko,OTU,3465233,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.075,0.355576346,(0?0.61),6.34E-15,(0?0.36),0.644423654,(0.39?0.96),0.919051107,0.431978625,-0.027546928,,,
Yatsunenko,OTU,4405423,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.097,0.355145214,(0?0.6),1.58E-13,(0?0.37),0.644854786,(0.4?0.95),1.016046396,0.4443496,-0.063673598,,,
Yatsunenko,OTU,288955,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.236,0.354971714,(0?0.59),2.09E-25,(0?0.46),0.645028286,(0.41?0.94),0.46208348,0.398521182,0.167479442,,,
Yatsunenko,OTU,3195932,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.254,0.354502247,(0?0.58),5.65E-26,(0?0.44),0.645497753,(0.42?0.93),0.755583308,0.417671649,0.039879995,,,
Yatsunenko,OTU,342231,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.139,0.354009333,(0?0.61),1.24E-18,(0?0.4),0.645990667,(0.39?0.98),0.478787277,0.332832036,0.093438397,,,
Yatsunenko,OTU,293975,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.065,0.353866069,(0?0.62),1.71E-14,(0?0),0.646133931,(0.38?0.98),0.654905124,0.402998615,0.075546053,,,
Yatsunenko,OTU,4405146,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.175,0.353152934,(0?0.75),0.235158334,(0?0.64),0.411688732,(0.24?0.68),0.361239014,0.594846094,0.414226587,,,
Yatsunenko,OTU,839964,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,NA,NA,NA,0.166,0.353045074,(0?0.64),0.089519067,(0?0.57),0.557435859,(0.36?0.82),0.727018876,0.523247094,0.159737656,,,
Yatsunenko,OTU,293727,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.078,0.352861264,(0?0.6),6.14E-11,(0?0),0.647138736,(0.4?0.96),0.747732552,0.429901829,0.056035553,,,
Yatsunenko,OTU,4483391,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.06,0.352534088,(0?0.61),0,(0?0.43),0.647465912,(0.39?0.99),0.18988134,0.301332423,0.206391753,,,
Yatsunenko,OTU,311078,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.2,0.352477971,(0?0.6),5.60E-15,(0?0.4),0.647522029,(0.4?0.95),0.745364581,0.430682033,0.057999743,,,
Yatsunenko,OTU,621472,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.226,0.352461103,(0?0.61),0.024628513,(0?0.48),0.622910385,(0.39?0.94),0.358181916,0.379400448,0.20030949,,,
Yatsunenko,OTU,4306262,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,NA,NA,NA,0.177,0.352141877,(0?0.6),3.02E-14,(0?0.43),0.647858123,(0.4?0.97),0.43721883,0.332739995,0.11413058,,,
Yatsunenko,OTU,175698,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.23,0.35195268,(0?0.58),0,(0?0),0.64804732,(0.42?0.94),0.534054282,0.406343631,0.13931649,,,
Yatsunenko,OTU,163243,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.119,0.35187139,(0?0.6),4.02E-15,(0?0),0.64812861,(0.4?0.95),0.797745352,0.433358557,0.034485881,,,
Yatsunenko,OTU,248902,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,NA,NA,NA,0.144,0.351555724,(0?0.66),0.087293765,(0?0.52),0.561150511,(0.34?0.87),0.342772713,0.449232433,0.277846077,,,
Yatsunenko,OTU,147100,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.218,0.35139443,(0?0.72),0.172345673,(0?0.59),0.476259897,(0.28?0.77),0.312326302,0.518853891,0.36269074,,,
Yatsunenko,OTU,4437364,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.254,0.351169717,(0?0.57),1.39E-16,(0?0.49),0.648830283,(0.43?0.92),0.616438256,0.433468167,0.125249039,,,
Yatsunenko,OTU,188707,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.035,0.351050732,(0?0.62),6.85E-13,(0?0),0.648949268,(0.38?0.99),0.486082664,0.363808625,0.120767293,,,
Yatsunenko,OTU,332507,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.288,0.35092257,(0?0.67),0.09320367,(0?0.52),0.55587376,(0.33?0.87),0.230696788,0.38475699,0.269408596,,,
Yatsunenko,OTU,309564,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.239,0.350887442,(0?0.58),4.43E-16,(0?0.47),0.649112558,(0.42?0.93),0.647523268,0.432791789,0.109030154,,,
Yatsunenko,OTU,4479612,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens,NA,NA,NA,0.143,0.350848863,(0?0.61),9.24E-16,(0?0),0.649151137,(0.39?0.98),0.348659051,0.340733058,0.166403532,,,
Yatsunenko,OTU,575407,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,NA,NA,NA,0.135,0.350331441,(0?0.6),6.33E-14,(0?0.42),0.649668559,(0.4?0.98),0.428795931,0.323811067,0.109413101,,,
